"Terminal columns", "Squares per row", "Squares per col", "Ops"
20, 100, 70, "34.81"
30, 100, 70, "35.16"
40, 100, 70, "45.05"
50, 100, 70, "32.09"
60, 100, 70, "31.99"
70, 100, 70, "45.18"
80, 100, 70, "31.51"
90, 100, 70, "31.30"
100, 100, 70, "43.43"
0, 0, 80, "1477.32"
10, 0, 80, "512.30"
20, 0, 80, "186.34"
30, 0, 80, "94.60"
40, 0, 80, "57.46"
50, 0, 80, "37.71"
60, 0, 80, "35.81"
70, 0, 80, "19.78"
80, 0, 80, "17.78"
90, 0, 80, "13.47"
100, 0, 80, "10.69"
0, 10, 80, "269.67"
10, 10, 80, "248.29"
20, 10, 80, "205.66"
30, 10, 80, "165.17"
40, 10, 80, "133.16"
50, 10, 80, "111.92"
60, 10, 80, "95.12"
70, 10, 80, "80.15"
80, 10, 80, "74.29"
90, 10, 80, "128.68"
100, 10, 80, "53.06"
0, 20, 80, "141.47"
10, 20, 80, "134.16"
20, 20, 80, "130.09"
30, 20, 80, "119.83"
40, 20, 80, "106.98"
50, 20, 80, "97.07"
60, 20, 80, "84.27"
70, 20, 80, "246.14"
80, 20, 80, "68.09"
90, 20, 80, "63.80"
100, 20, 80, "57.86"
0, 30, 80, "95.87"
10, 30, 80, "98.21"
20, 30, 80, "90.55"
30, 30, 80, "123.13"
40, 30, 80, "170.28"
50, 30, 80, "78.26"
60, 30, 80, "72.33"
70, 30, 80, "67.00"
80, 30, 80, "60.52"
90, 30, 80, "57.21"
100, 30, 80, "99.71"
0, 40, 80, "72.50"
10, 40, 80, "74.56"
20, 40, 80, "68.88"
30, 40, 80, "68.17"
40, 40, 80, "66.69"
50, 40, 80, "64.01"
60, 40, 80, "142.96"
70, 40, 80, "57.65"
80, 40, 80, "54.15"
90, 40, 80, "51.59"
100, 40, 80, "49.14"
0, 50, 80, "104.67"
10, 50, 80, "66.72"
20, 50, 80, "55.55"
30, 50, 80, "55.18"
40, 50, 80, "54.46"
50, 50, 80, "53.57"
60, 50, 80, "99.59"
70, 50, 80, "50.14"
80, 50, 80, "48.02"
90, 50, 80, "45.49"
100, 50, 80, "53.99"
0, 60, 80, "64.16"
10, 60, 80, "50.26"
20, 60, 80, "49.95"
30, 60, 80, "46.38"
40, 60, 80, "73.69"
50, 60, 80, "48.05"
60, 60, 80, "44.79"
70, 60, 80, "43.45"
80, 60, 80, "43.86"
90, 60, 80, "63.23"
100, 60, 80, "39.26"
0, 70, 80, "41.96"
10, 70, 80, "43.20"
20, 70, 80, "71.87"
30, 70, 80, "39.93"
40, 70, 80, "39.75"
50, 70, 80, "39.51"
60, 70, 80, "61.22"
70, 70, 80, "38.48"
80, 70, 80, "37.47"
90, 70, 80, "42.47"
100, 70, 80, "44.49"
0, 80, 80, "36.90"
10, 80, 80, "37.92"
20, 80, 80, "58.36"
30, 80, 80, "37.69"
40, 80, 80, "34.98"
50, 80, 80, "34.77"
60, 80, 80, "48.89"
70, 80, 80, "33.87"
80, 80, 80, "33.77"
90, 80, 80, "47.39"
100, 80, 80, "32.39"
0, 90, 80, "32.96"
10, 90, 80, "46.04"
20, 90, 80, "35.39"
30, 90, 80, "33.61"
40, 90, 80, "32.15"
50, 90, 80, "40.85"
60, 90, 80, "30.91"
70, 90, 80, "30.66"
80, 90, 80, "42.35"
90, 90, 80, "30.08"
100, 90, 80, "29.78"
0, 100, 80, "40.14"
10, 100, 80, "30.43"
20, 100, 80, "31.03"
30, 100, 80, "41.08"
40, 100, 80, "28.12"
50, 100, 80, "32.70"
60, 100, 80, "31.66"
70, 100, 80, "27.85"
80, 100, 80, "37.09"
90, 100, 80, "27.37"
100, 100, 80, "27.10"
0, 0, 90, "1356.30"
10, 0, 90, "464.43"
20, 0, 90, "165.18"
30, 0, 90, "275.04"
40, 0, 90, "54.41"
50, 0, 90, "33.62"
60, 0, 90, "24.42"
70, 0, 90, "20.47"
80, 0, 90, "15.35"
90, 0, 90, "11.78"
100, 0, 90, "9.40"
0, 10, 90, "241.79"
10, 10, 90, "223.27"
20, 10, 90, "184.51"
30, 10, 90, "148.12"
40, 10, 90, "119.02"
50, 10, 90, "99.78"
60, 10, 90, "85.25"
70, 10, 90, "217.34"
80, 10, 90, "62.47"
90, 10, 90, "54.43"
100, 10, 90, "47.11"
0, 20, 90, "126.67"
10, 20, 90, "119.76"
20, 20, 90, "116.22"
30, 20, 90, "122.16"
40, 20, 90, "438.42"
50, 20, 90, "85.31"
60, 20, 90, "75.43"
70, 20, 90, "66.54"
80, 20, 90, "60.77"
90, 20, 90, "56.66"
100, 20, 90, "71.08"
0, 30, 90, "127.30"
10, 30, 90, "87.69"
20, 30, 90, "80.65"
30, 30, 90, "78.52"
40, 30, 90, "74.72"
50, 30, 90, "69.81"
60, 30, 90, "64.50"
70, 30, 90, "135.25"
80, 30, 90, "53.99"
90, 30, 90, "50.91"
100, 30, 90, "46.00"
0, 40, 90, "64.69"
10, 40, 90, "103.55"
20, 40, 90, "80.85"
30, 40, 90, "60.72"
40, 40, 90, "59.35"
50, 40, 90, "56.77"
60, 40, 90, "54.54"
70, 40, 90, "96.98"
80, 40, 90, "48.32"
90, 40, 90, "45.96"
100, 40, 90, "43.70"
0, 50, 90, "52.02"
10, 50, 90, "106.34"
20, 50, 90, "49.44"
30, 50, 90, "49.20"
40, 50, 90, "48.57"
50, 50, 90, "47.76"
60, 50, 90, "81.11"
70, 50, 90, "44.68"
80, 50, 90, "42.51"
90, 50, 90, "40.60"
100, 50, 90, "61.07"
0, 60, 90, "43.63"
10, 60, 90, "44.74"
20, 60, 90, "44.63"
30, 60, 90, "63.98"
40, 60, 90, "42.31"
50, 60, 90, "40.52"
60, 60, 90, "39.92"
70, 60, 90, "59.58"
80, 60, 90, "38.09"
90, 60, 90, "36.32"
100, 60, 90, "34.96"
0, 70, 90, "57.22"
10, 70, 90, "38.40"
20, 70, 90, "38.32"
30, 70, 90, "37.45"
40, 70, 90, "48.91"
50, 70, 90, "35.15"
60, 70, 90, "34.74"
70, 70, 90, "50.27"
80, 70, 90, "33.19"
90, 70, 90, "32.67"
100, 70, 90, "43.85"
0, 80, 90, "33.42"
10, 80, 90, "33.71"
20, 80, 90, "34.31"
30, 80, 90, "47.42"
40, 80, 90, "31.12"
50, 80, 90, "30.85"
60, 80, 90, "42.94"
70, 80, 90, "30.39"
80, 80, 90, "29.98"
90, 80, 90, "40.23"
100, 80, 90, "28.66"
0, 90, 90, "29.23"
10, 90, 90, "41.65"
20, 90, 90, "29.96"
30, 90, 90, "29.98"
40, 90, 90, "37.22"
50, 90, 90, "27.64"
60, 90, 90, "35.58"
70, 90, 90, "28.03"
80, 90, 90, "27.06"
90, 90, 90, "35.58"
100, 90, 90, "26.07"
0, 100, 90, "26.40"
10, 100, 90, "36.21"
20, 100, 90, "27.05"
30, 100, 90, "35.08"
40, 100, 90, "25.47"
50, 100, 90, "24.95"
60, 100, 90, "32.36"
70, 100, 90, "24.76"
80, 100, 90, "31.81"
90, 100, 90, "24.33"
100, 100, 90, "24.09"
0, 0, 100, "1296.68"
10, 0, 100, "425.86"
20, 0, 100, "691.28"
30, 0, 100, "115.42"
40, 0, 100, "45.84"
50, 0, 100, "30.20"
60, 0, 100, "26.75"
70, 0, 100, "15.75"
80, 0, 100, "13.61"
90, 0, 100, "10.50"
100, 0, 100, "8.58"
0, 10, 100, "1889.64"
10, 10, 100, "444.42"
20, 10, 100, "167.27"
30, 10, 100, "133.52"
40, 10, 100, "107.95"
50, 10, 100, "90.32"
60, 10, 100, "76.79"
70, 10, 100, "64.75"
80, 10, 100, "56.39"
90, 10, 100, "91.90"
100, 10, 100, "42.61"
0, 20, 100, "114.52"
10, 20, 100, "108.25"
20, 20, 100, "105.07"
30, 20, 100, "96.94"
40, 20, 100, "86.38"
50, 20, 100, "77.47"
60, 20, 100, "187.31"
70, 20, 100, "60.07"
80, 20, 100, "55.02"
90, 20, 100, "51.47"
100, 20, 100, "46.63"
0, 30, 100, "104.96"
10, 30, 100, "148.24"
20, 30, 100, "72.84"
30, 30, 100, "71.06"
40, 30, 100, "67.32"
50, 30, 100, "62.86"
60, 30, 100, "57.60"
70, 30, 100, "108.83"
80, 30, 100, "48.81"
90, 30, 100, "46.07"
100, 30, 100, "41.42"
0, 40, 100, "58.46"
10, 40, 100, "134.81"
20, 40, 100, "55.45"
30, 40, 100, "54.76"
40, 40, 100, "53.63"
50, 40, 100, "51.45"
60, 40, 100, "75.00"
70, 40, 100, "51.57"
80, 40, 100, "43.60"
90, 40, 100, "41.43"
100, 40, 100, "43.65"
0, 50, 100, "69.55"
10, 50, 100, "48.22"
20, 50, 100, "44.56"
30, 50, 100, "44.40"
40, 50, 100, "73.81"
50, 50, 100, "43.03"
60, 50, 100, "41.57"
70, 50, 100, "40.27"
80, 50, 100, "59.74"
90, 50, 100, "36.61"
100, 50, 100, "35.08"
0, 60, 100, "39.36"
10, 60, 100, "64.40"
20, 60, 100, "40.21"
30, 60, 100, "37.20"
40, 60, 100, "37.03"
50, 60, 100, "55.32"
60, 60, 100, "35.97"
70, 60, 100, "34.90"
80, 60, 100, "49.86"
90, 60, 100, "32.79"
100, 60, 100, "31.49"
0, 70, 100, "39.60"
10, 70, 100, "41.74"
20, 70, 100, "34.60"
30, 70, 100, "31.99"
40, 70, 100, "45.35"
50, 70, 100, "31.72"
60, 70, 100, "26.19"
70, 70, 100, "43.35"
80, 70, 100, "30.00"
90, 70, 100, "29.33"
100, 70, 100, "38.92"
0, 80, 100, "29.58"
10, 80, 100, "30.44"
20, 80, 100, "42.29"
30, 80, 100, "30.22"
40, 80, 100, "29.28"
50, 80, 100, "35.66"
60, 80, 100, "27.19"
70, 80, 100, "36.78"
80, 80, 100, "27.13"
90, 80, 100, "24.59"
100, 80, 100, "34.01"
0, 90, 100, "26.33"
10, 90, 100, "30.05"
20, 90, 100, "31.87"
30, 90, 100, "26.96"
40, 90, 100, "32.55"
50, 90, 100, "24.94"
60, 90, 100, "24.81"
70, 90, 100, "31.87"
80, 90, 100, "24.38"
90, 90, 100, "31.03"
100, 90, 100, "23.39"
0, 100, 100, "29.59"
10, 100, 100, "25.01"
20, 100, 100, "24.34"
30, 100, 100, "31.33"
40, 100, 100, "22.53"
50, 100, 100, "28.38"
60, 100, 100, "22.42"
70, 100, 100, "28.12"
80, 100, 100, "22.14"
90, 100, 100, "24.21"
100, 100, 100, "24.34"

